pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,North Bay Trappers,0,0,2,NOHA,6,1923-24,19,2
34,Galt Terriers,10,0,17,OHA-Sr.,20,1924-25,20,7
31,Galt Terriers,7,0,20,OHA-Sr.,20,1925-26,21,13
23,Galt Terriers,7,0,13,OHA-Sr.,11,1926-27,22,6
22,London Panthers,3,0,11,Can-Pro,23,1927-28,23,8
6,Providence Reds,0,0,2,Can-Am,16,1927-28,23,2
24,Toronto Ravinas,5,0,15,Can-Pro,38,1928-29,24,10
42,2 Teams,3,0,9,IHL,40,1929-30,25,6
6,Hamilton Tigers,1,0,3,IHL,21,1929-30,25,2
36,Niagara Falls Cataracts,2,0,6,IHL,19,1929-30,25,4
0,Galt Terriers,0,0,0,OPHL,10,1930-31,26,0
8,2 Teams,0,0,3,IHL,23,1930-31,26,3
0,London Tecumsehs,0,0,0,IHL,1,1930-31,26,0
8,Buffalo Bisons,0,0,3,IHL,22,1930-31,26,3
0,Buffalo Bisons,1,0,3,IHL,23,1931-32,27,2
4,Springfield Indians,1,0,1,Can-Am,6,1935-36,31,0
