shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1929-30,4,0,,0,0,0,0,0,0,NYR,1,19,0,NHL,0,,19,1,[],0
0,1932-33,12,0,,0,0,0,0,0,5,BOS,7,22,0,NHL,0,,48,12,[],0
0,1934-35,0,0,,0,0,0,0,0,2,NYA,5,24,0,NHL,0,,17,7,[],0
