assists,team,goals,year,games_played,points,pim,age,plus_minus,league
6,Springfield Indians,13,1929-30,14,19,18,19,0,Can-Am
25,Springfield Indians,36,1930-31,40,61,70,20,0,Can-Am
17,Springfield Indians,11,1931-32,40,28,51,21,0,Can-Am
15,Boston Cubs,12,1933-34,39,27,53,23,0,Can-Am
15,2 Teams,12,1934-35,25,27,12,24,0,Can-Am
10,Boston Cubs,1,1934-35,13,11,5,24,0,Can-Am
5,New Haven Eagles,11,1934-35,12,16,7,24,0,Can-Am
10,New Haven Eagles,15,1935-36,39,25,35,25,0,Can-Am
12,New Haven Eagles,9,1936-37,42,21,39,26,0,IAHL
12,2 Teams,15,1937-38,42,27,21,27,0,IAHL
11,New Haven Eagles,13,1937-38,36,24,21,27,0,IAHL
1,Springfield Indians,2,1937-38,6,3,0,27,0,IAHL
25,St. Paul Saints,22,1938-39,41,47,43,28,0,AHA
5,Niagara Falls Brights,4,1940-41,26,9,8,30,0,OHA-Sr.
1,Niagara Falls Weavers,0,1941-42,18,1,2,31,0,OHA-Sr.
