assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,New Westminster Bruins,0,1971-72,5,0,0,16,0,WCJHL
13,New Westminster Bruins,6,1972-73,67,19,29,17,0,WCJHL
30,New Westminster Bruins,10,1973-74,68,40,104,18,0,WCJHL
8,Kansas City Blues,1,1976-77,10,9,16,21,0,CHL
3,Salt Lake Golden Eagles,1,1977-78,7,4,4,22,0,CHL
29,Salt Lake Golden Eagles,19,1978-79,45,48,22,23,0,CHL
42,Salt Lake Golden Eagles,32,1979-80,79,74,71,24,0,CHL
58,Rochester Americans,17,1980-81,70,75,95,25,0,AHL
13,Rochester Americans,6,1981-82,22,19,10,26,0,AHL
17,HC Lugano,14,1982-83,38,31,0,27,0,Swiss
3,Maine Mariners,5,1982-83,13,8,10,27,0,AHL
10,EHC Kloten,6,1983-84,23,16,0,28,0,Swiss
6,Indianapolis Checkers,2,1983-84,9,8,10,28,0,CHL
21,Salt Lake Golden Eagles,9,1984-85,48,30,25,29,0,IHL
