pim,team,assists,plus_minus,points,league,games_played,year,age,goals
70,Leduc Oil Kings,42,0,76,AMBHL,36,1998-99,15,34
39,Kamloops Blazers,5,-14,14,WHL,66,1999-00,16,9
36,Kamloops Blazers,23,-2,44,WHL,72,2000-01,17,21
68,Kamloops Blazers,36,-4,58,WHL,70,2001-02,18,22
60,Kamloops Blazers,54,26,108,WHL,67,2002-03,19,54
60,2 Teams,35,22,62,WHL,63,2003-04,20,27
40,Kamloops Blazers,14,17,24,WHL,29,2003-04,20,10
20,Brandon Wheat Kings,21,5,38,WHL,34,2003-04,20,17
33,Wilkes-Barre Penguins,13,-1,27,AHL,77,2004-05,21,14
50,Wilkes-Barre Penguins,22,10,46,AHL,48,2005-06,22,24
8,Wilkes-Barre Penguins,12,7,24,AHL,16,2006-07,23,12
0,Manitoba Moose,0,2,2,AHL,6,2009-10,26,2
8,Connecticut Whale,1,0,3,AHL,5,2011-12,28,2
18,HC Lev Praha,10,0,21,KHL,41,2012-13,29,11
