age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,10.3,1,8,4,NHL,0,0,1992-93,0,29,3,,2,16,,LAK,11
24,,0.0,0,2,-2,NHL,7,0,1996-97,0,24,0,,0,0,,DAL,2
25,,0.0,0,5,5,NHL,17,0,1997-98,0,38,0,,0,14,,DAL,5
26,SC,6.1,2,9,8,NHL,0,0,1998-99,1,49,3,514,1,16,,DAL,12
27,,2.6,1,6,1,NHL,0,0,1999-00,0,39,1,478,0,6,,DAL,7
28,,5.0,0,3,-2,NHL,10,0,2000-01,0,20,1,227,1,0,,DAL,4
30,,0.0,0,6,-3,NHL,12,0,2002-03,0,18,0,231,0,6,,DAL,6
31,SC,0.0,0,6,-4,NHL,23,0,2003-04,0,25,0,502,0,9,,TBL,6
33,,0.0,0,1,-3,NHL,5,0,2005-06,0,5,0,90,0,0,,TBL,1
34,,6.3,1,1,2,NHL,7,0,2006-07,0,16,1,163,0,4,,DAL,2
35,,0.0,0,0,1,NHL,4,0,2007-08,0,2,0,65,0,2,4,PIT,0
