pim,team,assists,plus_minus,points,league,games_played,year,age,goals
10,Blaine Bengals,14,0,20,High-MN,24,2007-08,15,6
20,Blaine Bengals,25,0,51,High-MN,25,2008-09,16,26
18,Team Northwest,8,0,21,UMHSEL,23,2009-10,17,13
26,Blaine Bengals,34,0,69,High-MN,30,2009-10,17,35
0,U.S. National Team Development Program,0,0,0,U-18,4,2009-10,17,0
51,University of Minnesota,12,0,20,WCHA,29,2010-11,18,8
0,United States,2,2,4,WJC-A,6,2010-11,18,2
28,University of Minnesota,17,0,42,WCHA,40,2011-12,19,25
0,United States,2,3,6,WJC-A,6,2011-12,19,4
28,University of Minnesota,15,0,36,WCHA,40,2012-13,20,21
0,United States,2,-2,2,WC-A,10,2012-13,20,0
