power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,10,3,0,NHL,1985-86,22,1,HAR,,2,4,-1,0,27,,,3.7,1
1,6,4,0,NHL,1986-87,23,2,HAR,,2,6,-1,0,15,,,13.3,1
1,6,7,0,NHL,1987-88,24,2,HAR,,5,2,5,0,8,,,25.0,1
0,4,2,0,NHL,1988-89,25,0,HAR,,2,0,-2,0,10,,,0.0,0
1,7,6,0,NHL,1989-90,26,3,HAR,,3,8,2,0,21,,,14.3,2
0,0,17,4,NHL,1990-91,27,7,PIT,,10,24,13,0,48,,SC,14.6,7
2,0,27,2,NHL,1991-92,28,8,PIT,,0,6,8,0,58,,SC,13.8,6
1,12,17,1,NHL,1992-93,29,6,PIT,,11,19,5,0,26,,,23.1,5
0,6,2,0,NHL,1993-94,30,0,PIT,,2,6,-2,0,9,,,0.0,0
2,12,19,0,NHL,1994-95,31,6,PIT,,13,4,3,0,30,,,20.0,4
2,11,9,1,NHL,1995-96,32,3,PIT,,6,4,3,0,23,,,13.0,1
1,5,3,0,NHL,1996-97,33,1,PIT,,2,2,-7,0,6,,,16.7,0
0,6,6,0,NHL,1997-98,34,1,PIT,,5,2,5,0,19,,,5.3,1
0,3,1,0,NHL,1998-99,35,0,CAR,16:27,1,0,1,0,4,49,,0.0,0
0,3,0,0,NHL,2000-01,37,0,CAR,13:21,0,0,-2,0,5,40,,0.0,0
0,0,16,3,NHL,2001-02,38,6,CAR,21:03,10,6,-2,0,51,484,,11.8,2
0,12,4,0,NHL,2003-04,40,0,TOR,15:28,4,2,0,0,14,186,,0.0,0
