pim,team,assists,plus_minus,points,league,games_played,year,age,goals
10,St. Michael\'s Majors,5,0,8,OHA-Jr.,10,1944-45,17,3
7,Oshawa Generals,8,0,18,OHA-Jr.,27,1945-46,18,10
8,Winnipeg Monarchs,9,0,17,MJHL,13,1946-47,19,8
8,Winnipeg Monarchs,26,0,49,MJHL,23,1947-48,20,23
66,Sydney Millionaires,29,0,41,CBSHL,60,1948-49,21,12
17,Pittsburgh Hornets,8,0,8,AHL,34,1949-50,22,0
17,Los Angeles Monarchs,10,0,13,PCHL,32,1949-50,22,3
36,St. Michael\'s Monarchs,9,0,15,OMHL,29,1950-51,23,6
14,St. Michael\'s Monarchs,1,0,1,Alx-Cup,6,1950-51,23,0
143,Saint John Beavers,21,0,31,MMHL,85,1951-52,24,10
12,Saint John Beavers,0,0,0,Alx-Cup,5,1951-52,24,0
87,Ottawa Senators,14,0,19,QMHL,55,1952-53,25,5
44,Ottawa Senators,4,0,8,QHL,58,1953-54,26,4
18,Ottawa Senators,5,0,6,QHL,25,1954-55,27,1
2,Sudbury Wolves,7,0,9,NOHA,21,1954-55,27,2
