pim,team,assists,plus_minus,points,league,games_played,year,age,goals
132,Detroit Jr. Red Wings,17,0,19,ON-Jr.A,53,1971-72,17,2
150,Detroit Jr. Red Wings,14,0,24,ON-Jr.A,57,1972-73,18,10
187,Kingston Canadians,35,0,44,OHA-Jr.,70,1973-74,19,9
102,Denver Spurs,16,0,17,CHL,56,1974-75,20,1
79,Providence Reds,14,0,17,AHL,70,1975-76,21,3
44,2 Teams,17,0,19,CHL,63,1976-77,22,2
34,Kansas City Blues,11,0,11,CHL,43,1976-77,22,0
10,Salt Lake Golden Eagles,6,0,8,CHL,20,1976-77,22,2
76,Salt Lake Golden Eagles,9,0,10,CHL,65,1977-78,23,1
88,Tulsa Oilers,12,0,16,CHL,72,1978-79,24,4
58,2 Teams,10,0,12,CHL,58,1979-80,25,2
33,Dallas Black Hawks,6,0,8,CHL,42,1979-80,25,2
25,Salt Lake Golden Eagles,4,0,4,CHL,16,1979-80,25,0
