assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1929-30,7,3,2,West Toronto Nationals,18,14,0,M-Cup
1,1931-32,4,1,0,Toronto Eaton\'s,20,2,0,TMHL
0,1934-35,3,1,1,Quebec Castors,23,4,0,Can-Am
1,1936-37,5,2,1,Pittsburgh Hornets,25,11,0,IAHL
0,1937-38,2,0,0,New Haven Eagles,26,2,0,IAHL
1,1938-39,5,2,1,Providence Reds,27,8,0,IAHL
2,1939-40,8,6,4,Providence Reds,28,16,0,IAHL
1,1941-42,5,3,2,Truro Bearcats,30,0,0,NSAPC
5,1941-42,8,6,1,Truro Bearcats,30,4,0,Al-Cup
7,1942-43,5,12,5,Montreal Army,31,12,0,MCHL
