assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1929-30,4,2,2,West Toronto Nationals,18,2,0,OHA-Jr.
0,1929-30,2,1,1,Toronto Stockyards,18,2,0,TMHL
0,1931-32,7,0,0,Toronto Marlboros,20,8,0,OHA-Sr.
1,1931-32,9,4,3,Toronto Eaton\'s,20,8,0,TMHL
2,1932-33,41,6,4,New Haven Eagles,21,38,0,Can-Am
0,1933-34,8,1,1,Quebec Castors,22,20,0,Can-Am
11,1934-35,44,18,7,Quebec Castors,23,105,0,Can-Am
0,1935-36,24,0,0,New Haven Eagles,24,87,0,Can-Am
10,1936-37,27,13,3,2 Teams,25,50,0,IAHL
2,1936-37,6,3,1,New Haven Eagles,25,16,0,IAHL
8,1936-37,21,10,2,Pittsburgh Hornets,25,34,0,IAHL
12,1937-38,36,16,4,2 Teams,26,38,0,IAHL
6,1937-38,25,10,4,Pittsburgh Hornets,26,24,0,IAHL
6,1937-38,11,6,0,New Haven Eagles,26,14,0,IAHL
10,1938-39,40,12,2,2 Teams,27,87,0,IAHL
0,1938-39,7,0,0,New Haven Eagles,27,24,0,IAHL
10,1938-39,33,12,2,Providence Reds,27,63,0,IAHL
19,1939-40,46,33,14,Providence Reds,28,82,0,IAHL
16,1940-41,58,18,2,2 Teams,29,56,0,AHL
5,1940-41,16,5,0,Hershey Bears,29,20,0,AHL
11,1940-41,42,13,2,Buffalo Bisons,29,36,0,AHL
0,1941-42,1,0,0,Truro Bearcats,30,0,0,NSAPC
5,1942-43,4,6,1,Montreal Army,31,4,0,MCHL
