game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,0,0,0,39,4,1933-34,0,0,1,0,,NHL,0,0,22,40,[],5,0,,NYA
0,0,0,0,25,2,1935-36,0,0,4,0,,NHL,0,0,24,44,[],6,0,,NYA
0,0,0,0,21,1,1936-37,0,0,0,0,,NHL,0,0,25,10,[],1,0,,NYA
0,0,0,0,7,0,1937-38,0,0,0,0,,NHL,0,0,26,10,[],0,0,,DET
0,0,0,0,6,3,1939-40,0,0,0,0,,NHL,0,0,28,6,[],3,0,,MTL
