goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
1.9,0,NHL,10,MTL,503,21,3,0,0,19,0,0,2,0,4,0,0,0,0,0,1969-70,0,2.27,2,[],0
4.5,0,NHL,30,MTL,1677,22,11,0,1,87,0,0,4,1,13,1,0,0,0,0,1970-71,0,3.11,17,[],0
0.9,0,NHL,9,MTL,528,23,5,0,0,32,0,0,0,0,4,0,0,0,0,0,1971-72,0,3.64,4,[],0
8.3,0,NHL,46,ATF,2736,24,23,0,1,138,0,0,5,2,16,1,0,0,0,0,1972-73,0,3.03,5,[],0
5.0,0,NHL,36,ATF,2020,25,16,0,0,112,0,0,6,0,11,0,0,0,0,0,1973-74,0,3.33,4,[],0
8.3,0,NHL,40,ATF,2400,26,16,0,1,114,0,0,10,5,14,1,0,0,0,0,1974-75,0,2.85,6,[],0
5.5,0,NHL,37,ATF,2129,27,16,0,1,123,0,0,4,1,16,1,0,0,0,0,1975-76,0,3.47,0,[],0
7.4,0,NHL,43,ATF,2422,28,17,0,2,124,0,0,7,3,17,2,0,0,0,0,1976-77,0,3.07,6,[],0
5.9,0,NHL,53,TOT,3143,29,32,0,2,202,0,0,8,1,13,2,0,0,0,0,1977-78,0,3.86,12,[],0
0.2,0,NHL,9,ATF,523,29,7,0,0,43,0,0,0,0,2,0,0,0,0,0,1977-78,0,4.93,2,[],0
5.7,0,NHL,44,STL,2620,29,25,0,2,159,0,0,8,1,11,2,0,0,0,0,1977-78,0,3.64,10,[],0
3.5,0,NHL,39,STL,2259,30,22,0,0,163,0,0,8,1,9,0,0,0,0,0,1978-79,0,4.33,6,[],0
6.0,0,NHL,41,PHI,2367,31,7,0,0,141,0,0,15,0,18,0,0,0,0,0,1979-80,0,3.57,37,[],0
4.0,0,NHL,26,TOT,1480,32,11,0,0,94,0,0,5,0,9,0,0,0,0,0,1980-81,0,3.81,0,[],0
2.1,0,NHL,16,PHI,900,32,5,0,0,61,0,0,4,0,6,0,0,0,0,0,1980-81,0,4.07,0,[],0
1.8,0,NHL,10,CLR,580,32,6,0,0,33,0,0,1,0,3,0,0,0,0,0,1980-81,0,3.41,0,[],0
1.3,0,NHL,24,CLR,1256,33,17,0,2,112,0,0,2,0,2,2,0,0,0,0,1981-82,0,5.35,0,[],0
0.7,0,NHL,5,BUF,300,34,2,0,0,21,0,0,0,0,3,0,0,0,0,0,1982-83,0,4.20,2,[],0
