age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,22.7,3,7,5,NHL,11,0,1982-83,1,22,5,,2,8,,CBH,12
22,,20.0,1,2,0,NHL,5,0,1983-84,0,10,2,,1,7,,CBH,4
23,,20.0,4,13,2,NHL,15,0,1984-85,1,45,9,,5,14,,CBH,22
24,,0.0,0,3,-1,NHL,3,0,1985-86,0,13,0,,0,4,,CBH,3
25,,0.0,0,0,-2,NHL,4,0,1986-87,0,10,0,,0,2,,CHI,0
26,,6.7,0,6,1,NHL,5,0,1987-88,0,15,1,,1,0,,CHI,7
27,,15.7,5,9,4,NHL,16,0,1988-89,2,51,8,,3,22,,CHI,17
28,,10.4,3,15,2,NHL,20,0,1989-90,2,67,7,,2,2,,CHI,22
29,,0,4,1,2,NHL,6,0,1990-91,0,16,5,,1,4,,CHI,6
30,,11.6,5,7,9,NHL,18,0,1991-92,0,69,8,,3,6,,CHI,15
31,,0.0,0,3,1,NHL,4,0,1992-93,0,16,0,,0,0,,CHI,3
32,SC,16.7,6,7,8,NHL,23,0,1993-94,0,54,9,,3,14,,NYR,16
33,,14.3,1,2,-5,NHL,10,1,1994-95,1,14,2,,0,6,,NYR,4
