pim,team,assists,plus_minus,points,league,games_played,year,age,goals
15,Brandon Wheat Kings,1,0,2,WHL,4,1987-88,18,1
0,Milwaukee Admirals,0,0,0,IHL,3,1990-91,21,0
0,Milwaukee Admirals,0,0,0,IHL,1,1991-92,22,0
62,Erie Panthers,1,0,1,ECHL,5,1992-93,23,0
42,Baton Rouge Kingfish,1,0,7,ECHL,6,1998-99,29,6
9,Baton Rouge Kingfish,0,0,2,ECHL,2,1999-00,30,2
2,Baton Rouge Kingfish,0,0,0,ECHL,2,2000-01,31,0
12,Gwinnett Gladiators,5,0,7,ECHL,13,2003-04,34,2
12,Gwinnett Gladiators,2,0,3,ECHL,8,2004-05,35,1
30,Gwinnett Gladiators,8,0,10,ECHL,17,2005-06,36,2
