pim,team,assists,plus_minus,points,league,games_played,year,age,goals
35,Montreal Canadiens,0,0,0,St-Cup,5,1915-16,21,0
9,Montreal Canadiens,0,0,2,NHA,2,1916-17,22,2
13,Montreal Canadiens,1,0,3,St-Cup,4,1916-17,22,2
3,Montreal Canadiens,1,0,1,St-Cup,5,1918-19,24,0
10,Toronto Falcons,0,0,0,Can-Pro,2,1927-28,33,0
