average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,22,0,0,-2,2,0,0,0,0,1974-75,PIT,0,0,[],0.0,,7
,28,2,0,NHL,23,13,92,-23,92,13,2,0,0,1975-76,TOT,15,13,[],16.3,,74
,6,1,0,NHL,23,3,53,4,20,2,1,0,0,1975-76,PIT,3,3,[],15.0,,25
,22,1,0,NHL,23,10,39,-27,72,11,1,0,0,1975-76,WSH,12,10,[],16.7,,49
,28,2,0,NHL,24,14,94,-18,75,14,0,0,0,1976-77,TOT,14,14,[],18.7,,69
,8,0,0,NHL,24,6,34,-9,22,2,0,0,0,1976-77,WSH,2,6,[],9.1,,18
,20,2,0,NHL,24,8,60,-9,53,12,0,0,0,1976-77,PHI,12,8,[],22.6,,51
,22,0,0,NHL,25,10,98,-31,69,11,1,0,0,1977-78,TOT,12,10,[],17.4,,66
,1,0,0,NHL,25,0,7,1,2,1,0,0,0,1977-78,PHI,1,0,[],50.0,,2
,21,0,0,NHL,25,10,91,-32,67,10,1,0,0,1977-78,MNS,11,10,[],16.4,,64
,12,0,0,NHL,26,9,63,-18,44,3,0,0,0,1978-79,STL,3,9,[],6.8,,52
