pim,team,assists,plus_minus,points,league,games_played,year,age,goals
28,Catholic Memorial Knights,32,0,44,High-MA,24,1997-98,18,12
34,Northeastern University,13,0,18,H-East,32,1998-99,19,5
62,Northeastern University,17,0,20,H-East,36,1999-00,20,3
48,Northeastern University,23,0,27,H-East,36,2000-01,21,4
50,Northeastern University,32,0,46,H-East,39,2001-02,22,14
42,Cleveland Barons,14,-2,17,AHL,25,2002-03,23,3
2,United States,0,1,1,WC-A,6,2002-03,23,1
64,Cleveland Barons,18,-2,19,AHL,32,2003-04,24,1
146,Cleveland Barons,22,-6,26,AHL,69,2004-05,25,4
37,Lowell Devils,9,0,9,AHL,28,2006-07,27,0
109,Rockford IceHogs,12,2,12,AHL,65,2007-08,28,0
83,Krefeld Pinguine,16,0,21,Germany,47,2008-09,29,5
38,Krefeld Pinguine,20,0,24,Germany,50,2009-10,30,4
