age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,SC,0,0,0,-2,NHL,1,0,1972-73,0,0,0,,0,0,,MTL,0
21,,22.7,4,3,3,NHL,6,0,1973-74,0,22,5,,1,9,,MTL,8
22,,10.0,1,6,2,NHL,9,0,1974-75,0,10,1,,0,4,,MTL,7
23,SC,21.2,4,8,9,NHL,13,0,1975-76,0,33,7,,3,2,,MTL,15
24,SC,20.5,6,10,18,NHL,0,0,1976-77,3,39,8,,2,2,,MTL,18
25,SC,18.0,6,8,9,NHL,0,0,1977-78,0,50,9,,3,20,,MTL,17
26,SC,9.1,3,7,7,NHL,11,0,1978-79,0,44,4,,1,6,,MTL,11
27,,21.4,4,3,-1,NHL,10,0,1979-80,2,28,6,,2,6,,MTL,9
28,,16.7,2,1,1,NHL,3,0,1980-81,0,12,2,,0,4,,MTL,3
30,,14.3,1,0,-1,NHL,3,0,1982-83,0,7,1,,0,0,,MTL,1
31,,26.9,5,2,5,NHL,11,0,1983-84,0,26,7,,2,8,,MTL,9
32,,0.0,0,0,-4,NHL,3,0,1984-85,0,6,0,,0,4,,LAK,0
