power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,3,0,0,WHA,1975-76,20,0,CLC,,0,10,-2,0,0,,,0,0
0,12,4,2,WHA,1976-77,21,2,QBN,,2,35,1,0,0,,,0,0
0,11,11,0,WHA,1977-78,22,4,QBN,,7,42,0,0,0,,,0,0
0,4,2,0,WHA,1978-79,23,0,QBN,,2,7,-2,0,0,,,0,0
0,5,1,0,NHL,1980-81,25,0,PIT,,1,28,3,0,4,,,0.0,0
0,5,0,0,NHL,1981-82,26,0,PIT,,0,14,-7,0,14,,,0.0,0
0,11,2,0,NHL,1983-84,28,0,CGY,,2,37,-3,0,11,,,0.0,0
0,4,1,0,NHL,1984-85,29,0,CGY,,1,18,0,0,7,,,0.0,0
0,13,1,0,NHL,1985-86,30,0,CGY,,1,55,-4,0,7,,,0.0,0
0,2,0,0,NHL,1986-87,31,0,CGY,,0,10,-1,0,1,,,0.0,0
