age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,19.4,4,8,-5,NHL,16,0,1985-86,1,31,6,,2,26,,NYR,14
23,,14.3,2,1,-5,NHL,7,0,1986-87,1,14,2,,0,6,,WSH,3
24,,21.4,5,5,-2,NHL,14,0,1987-88,0,28,6,,1,10,,WSH,11
25,,0.0,0,5,-3,NHL,6,0,1988-89,0,9,0,,0,2,,WSH,5
26,,18.8,2,4,0,NHL,14,1,1989-90,0,16,3,,0,8,,WSH,7
27,,8.8,2,4,-2,NHL,11,0,1990-91,1,34,3,,1,8,,WSH,7
28,,0.0,0,11,1,NHL,7,0,1991-92,0,8,0,,0,0,,WSH,11
29,,14.3,0,5,-4,NHL,6,0,1992-93,0,7,1,,1,0,,WSH,6
30,,23.5,4,6,7,NHL,11,0,1993-94,0,17,4,,0,6,,WSH,10
31,,27.3,2,1,-3,NHL,7,0,1994-95,1,11,3,,1,2,,TOR,4
32,,0.0,0,0,-3,NHL,5,0,1995-96,0,3,0,,0,2,,VAN,0
