pim,team,assists,plus_minus,points,league,games_played,year,age,goals
275,Portland Winter Hawks,28,0,30,WHL,59,1980-81,17,2
132,Portland Winter Hawks,16,0,18,WHL,51,1981-82,18,2
187,Portland Winter Hawks,30,0,31,WHL,56,1982-83,19,1
94,Hershey Bears,2,0,2,AHL,23,1983-84,20,0
19,Hershey Bears,0,0,0,AHL,4,1984-85,21,0
43,Springfield Indians,0,0,1,AHL,8,1987-88,24,1
68,2 Teams,1,0,1,AHL,16,1990-91,27,0
32,Newmarket Saints,1,0,1,AHL,6,1990-91,27,0
36,Rochester Americans,0,0,0,AHL,10,1990-91,27,0
122,Rochester Americans,3,0,3,AHL,36,1991-92,28,0
223,Cape Breton Oilers,24,0,26,AHL,61,1992-93,29,2
247,Portland Pirates,6,0,7,AHL,46,1993-94,30,1
328,Portland Pirates,10,0,12,AHL,59,1994-95,31,2
122,Portland Pirates,2,0,3,AHL,34,1995-96,32,1
55,Michigan K-Wings,5,0,5,IHL,18,1995-96,32,0
8,Philadelphia Phantoms,0,0,0,AHL,3,1996-97,33,0
239,Monroe Moccasins,17,1,24,WPHL,68,1997-98,34,7
51,2 Teams,2,2,2,IHL,10,1997-98,34,0
2,Utah Grizzlies,0,-1,0,IHL,1,1997-98,34,0
49,Las Vegas Thunder,2,3,2,IHL,9,1997-98,34,0
