average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
,0,4,0,0,0,NHL,19,3,0,14,1,28,0,0,0,0,0,1,0,1992-93,BUF,0,0,4,0,0.0,,18,[]
,0,14,1,0,0,NHL,20,4,0,29,-1,67,0,2,0,4,0,4,0,1993-94,BUF,6,0,8,0,9.0,,38,[]
,0,6,0,0,0,NHL,21,2,0,4,3,30,0,2,0,0,0,2,0,1994-95,TOT,2,0,4,0,6.7,,15,[]
,0,5,0,0,0,NHL,21,2,0,0,6,15,0,1,0,0,0,2,0,1994-95,BUF,1,0,4,0,6.7,,9,[]
,0,1,0,0,0,NHL,21,0,0,4,-3,15,0,1,0,0,0,0,0,1994-95,LAK,1,0,0,0,6.7,,6,[]
,0,23,1,0,0,NHL,22,5,0,31,-26,145,0,2,0,5,0,11,0,1995-96,LAK,7,0,16,0,4.8,,53,[]
,0,25,1,0,0,NHL,23,11,0,25,0,159,0,5,0,2,0,7,0,1996-97,LAK,7,0,18,0,4.4,,60,[]
,0,16,0,0,0,NHL,24,8,0,49,6,80,0,5,0,1,0,2,0,1997-98,LAK,6,0,10,0,7.5,,45,[]
17:51,0,8,0,0,0,NHL,25,3,0,32,-12,87,0,1,0,1,0,3,0,1998-99,LAK,2,0,6,0,2.3,803,45,[]
17:04,0,0,0,0,0,NHL,26,0,0,0,0,3,0,0,0,0,0,0,0,1999-00,LAK,0,0,0,0,0.0,17,1,[]
18:25,0,6,0,0,0,NHL,27,3,0,20,4,40,0,0,0,2,0,1,0,2000-01,LAK,2,0,4,0,5.0,405,22,[]
21:36,0,30,2,0,0,NHL,28,15,0,94,0,198,0,3,0,4,0,8,0,2001-02,LAK,7,0,23,0,3.5,1727,80,[]
20:29,0,27,3,1,0,NHL,29,16,0,94,28,137,0,5,0,1,1,3,0,2002-03,DAL,7,0,20,0,5.1,1639,80,[]
22:24,0,24,2,0,0,NHL,30,13,0,64,15,134,0,6,0,2,0,3,0,2003-04,DAL,8,0,16,0,6.0,1568,70,[]
23:25,0,43,3,0,0,NHL,32,14,0,77,28,174,0,8,0,8,2,11,0,2005-06,DAL,16,0,27,0,9.2,1545,66,[]
22:54,0,51,4,0,0,NHL,33,12,0,104,2,222,0,7,0,12,1,19,0,2006-07,DAL,19,0,32,0,8.6,1740,76,"[{'link': '/awards/voting-2007.html#AS', 'name': 'AS-14'}, {'link': '/awards/voting-2007.html#byng', 'name': 'Byng-51'}, {'link': '/awards/voting-2007.html#norris', 'name': 'Norris-12'}]"
21:31,138,14,0,1,67,NHL,34,8,0,26,3,72,0,1,0,0,1,3,14,2007-08,DAL,2,65,12,25,2.8,817,38,[]
20:07,142,9,0,0,95,NHL,35,3,0,39,6,66,0,3,0,0,0,3,12,2008-09,TOT,3,81,6,22,4.5,824,41,[]
21:43,62,3,0,0,39,NHL,35,3,0,15,-4,29,0,0,0,0,0,0,9,2008-09,DAL,0,31,3,10,0.0,348,16,[]
19:05,80,6,0,0,56,NHL,35,0,0,24,10,37,0,3,0,0,0,3,3,2008-09,PIT,3,50,3,12,8.1,477,25,[]
