assists,year,games_played,points,goals,team,age,pim,plus_minus,league
50,1990-91,44,102,52,Gloucester Raiders,14,30,0,Minor-ON
31,1991-92,33,58,27,Vanier Voyageurs,15,20,0,OHA-B
4,1991-92,6,7,3,Gloucester Rangers,15,0,0,ON-Jr.A
26,1992-93,55,37,11,Gloucester Rangers,16,64,0,ON-Jr.A
37,1993-94,67,54,17,Sherbrooke Faucons,17,67,0,QMJHL
70,1994-95,67,107,37,Sherbrooke Faucons,18,76,0,QMJHL
2,1995-96,1,3,1,Sherbrooke Faucons,19,0,2,QMJHL
0,1995-96,4,0,0,Adirondack Red Wings,19,0,-2,AHL
3,2002-03,9,5,2,Canada,26,12,9,WC-A
2,2004-05,10,2,0,A&O Asiago Hockey,28,2,0,Italy
1,2009-10,19,2,1,Hartford Wolf Pack,33,10,-2,AHL
