power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,11,8,0,NHL,1958-59,21,3,MTL,,5,12,0,0,0,,SC,0,0
0,7,3,0,NHL,1959-60,22,0,MTL,,3,2,4,0,6,,SC,0.0,0
0,5,0,0,NHL,1960-61,23,0,MTL,,0,4,0,0,4,,,0.0,0
0,5,1,0,NHL,1961-62,24,0,MTL,,1,6,-2,0,8,,,0.0,0
0,5,0,0,NHL,1962-63,25,0,MTL,,0,2,-6,0,7,,,0.0,0
0,7,3,0,NHL,1963-64,26,2,MTL,,1,8,0,0,25,,,8.0,0
0,13,5,0,NHL,1964-65,27,2,MTL,,3,10,-2,0,36,,SC,5.6,0
0,10,7,0,NHL,1965-66,28,3,MTL,,4,4,-1,0,28,,SC,10.7,0
0,10,7,0,NHL,1966-67,29,5,MTL,,2,6,2,0,37,,,13.5,0
0,13,7,0,NHL,1967-68,30,4,MTL,,3,4,3,0,29,,SC,13.8,4
1,0,7,1,NHL,1968-69,31,3,MTL,,4,10,4,0,27,,SC,11.1,2
0,16,11,0,NHL,1972-73,35,5,CBH,,6,0,1,0,32,,,15.6,4
0,18,19,1,WHA,1973-74,36,5,CHC,,14,4,0,0,0,,,0,0
0,17,9,0,WHA,1975-76,38,5,NEW,,4,8,4,0,0,,,0,0
0,3,0,0,WHA,1976-77,39,0,NEW,,0,0,-1,0,0,,,0,0
