game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
0,20.0,0,30,3,24,,9,1,1975-76,7,0,6,3,LAK,,0,,NHL
1,13.2,-4,38,1,25,,9,9,1976-77,14,0,5,4,LAK,,2,,NHL
0,0.0,-1,2,0,26,,2,0,1977-78,0,0,0,0,LAK,,0,,NHL
0,0.0,-5,14,0,27,,2,1,1978-79,1,0,0,0,LAK,,0,,NHL
0,0.0,-4,18,0,28,,4,3,1979-80,3,0,0,0,LAK,,4,,NHL
0,7.7,-6,13,1,29,,4,3,1980-81,4,0,1,0,LAK,,7,,NHL
0,15.9,2,44,4,30,,10,4,1981-82,11,0,7,3,LAK,,0,,NHL
0,7.7,-1,13,1,33,,3,2,1984-85,3,0,1,0,LAK,,2,,NHL
0,6.7,-4,15,1,35,,6,1,1986-87,2,0,1,0,NYR,,2,,NHL
