assists,year,games_played,points,goals,team,age,pim,plus_minus,league
39,1966-67,24,71,32,Montreal L\'est Cantonniers,15,0,0,QAAA
35,1967-68,48,69,34,Drummondville Rangers,16,45,0,QJHL
63,1968-69,48,100,37,St. Catharines Black Hawks,17,38,0,OHA-Jr.
77,1969-70,54,132,55,St. Catharines Black Hawks,18,46,0,OHA-Jr.
81,1970-71,46,143,62,St. Catharines Black Hawks,19,20,0,OHA-Jr.
5,1976-77,7,6,1,Canada,25,4,0,Can-Cup
3,1977-78,10,12,9,Canada,26,2,0,WEC-A
1,1978-79,2,1,0,NHL All-Stars,27,0,0,Ch-Cup
1,1978-79,7,3,2,Canada,27,4,0,WEC-A
1,1981-82,6,5,4,Canada,30,4,0,Can-Cup
3,1982-83,10,9,6,Canada,31,2,0,WEC-A
4,1985-86,10,8,4,Canada,34,8,0,WEC-A
13,1988-89,9,13,0,Denver Rangers,37,6,0,IHL
