average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,3,0,0,NHL,23,0,61,0,0,0,0,0,0,1927-28,TOT,2,1,[],0,,0
,1,0,0,NHL,23,0,10,0,0,0,0,0,0,1927-28,MTL,1,0,[],0,,11
,2,0,0,NHL,23,0,51,0,0,0,0,0,0,1927-28,PTP,1,1,[],0,,35
,6,0,0,NHL,24,0,68,0,0,0,0,0,0,1928-29,MTL,4,2,[],0,,0
,13,0,0,NHL,25,0,71,0,0,0,0,0,0,1929-30,MTL,2,11,[],0,,0
,7,0,0,NHL,26,0,91,0,0,0,0,0,0,1930-31,MTL,2,5,[],0,,0
,9,0,0,NHL,27,0,50,0,0,0,0,0,0,1931-32,MTL,3,6,[],0,,0
,7,0,0,NHL,28,0,46,0,0,0,0,0,0,1932-33,TOT,2,5,[],0,,45
,7,0,0,NHL,28,0,36,0,0,0,0,0,0,1932-33,MTL,2,5,[],0,,29
,0,0,0,NHL,28,0,10,0,0,0,0,0,0,1932-33,OTS,0,0,[],0,,16
,5,0,0,NHL,29,0,28,0,0,0,0,0,0,1933-34,MTL,1,4,[],0,,45
,4,0,0,NHL,30,0,29,0,0,0,0,0,0,1934-35,CBH,2,2,[],0,,47
,3,0,0,NHL,31,0,49,0,0,0,0,0,0,1935-36,CBH,0,3,[],0,,40
,4,0,0,NHL,32,0,28,0,0,0,0,0,0,1936-37,CBH,1,3,[],0,,41
,5,0,0,NHL,33,0,39,0,0,0,0,0,0,1937-38,TOT,0,5,[],0,,0
,0,0,0,NHL,33,0,8,0,0,0,0,0,0,1937-38,CBH,0,0,[],0,,12
,5,0,0,NHL,33,0,31,0,0,0,0,0,0,1937-38,MTL,0,5,[],0,,38
