age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
27,,9.5,3,5,1,NHL,0,0,1967-68,0,42,4,,1,4,,STL,9
28,,18.2,3,5,7,NHL,12,0,1968-69,0,22,4,,1,8,,STL,9
29,,23.3,3,6,3,NHL,0,0,1969-70,2,30,7,,0,0,,STL,13
