pim,team,assists,plus_minus,points,league,games_played,year,age,goals
6,Torpedo Ust-Kamenogorsk,1,0,3,Russia-2,8,1996-97,16,2
4,Kazakhstan,0,0,1,WJC-B,6,1996-97,16,1
62,Torpedo Ust-Kamenogorsk,24,0,39,Russia-2,42,1997-98,17,15
8,Kazakhstan,6,0,6,WJC-A,7,1997-98,17,0
0,Kazakhstan,31,0,54,EJC-D,5,1997-98,17,23
30,Dynamo Moscow,9,0,14,Russia,30,1998-99,18,5
10,Dynamo Moscow,1,0,4,EuroHL,5,1998-99,18,3
14,Kazakhstan,5,0,8,WJC-A,6,1998-99,18,3
4,St. John\'s Maple Leafs,0,0,0,AHL,2,1999-00,19,0
47,St. John\'s Maple Leafs,24,9,35,AHL,34,2001-02,21,11
50,2 Teams,18,0,24,Russia,36,2004-05,24,6
6,Ak Bars Kazan,3,0,5,Russia,10,2004-05,24,2
44,Lokomotiv Yaroslavl,15,0,19,Russia,26,2004-05,24,4
4,Kazakhstan,0,2,1,Olympics,5,2005-06,25,1
39,Barys Astana,14,2,17,KHL,26,2012-13,32,3
