assists,year,games_played,points,goals,team,age,pim,plus_minus,league
2,1989-90,4,2,0,Kalamazoo Wings,24,12,0,IHL
1,1992-93,4,3,2,Providence Bruins,27,2,0,AHL
1,1993-94,9,1,0,San Diego Gulls,28,23,0,IHL
1,1994-95,5,1,0,San Diego Gulls,29,6,0,IHL
2,1995-96,11,2,0,Detroit Vipers,30,2,0,IHL
