year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1953-54,17,5,2,3,0,WCJHL,13,Medicine Hat Tigers,8
1954-55,18,23,4,23,0,WCJHL,40,Medicine Hat Tigers,46
1955-56,19,34,37,38,0,SJHL,47,Yorkton Terriers,72
1956-57,20,27,20,22,0,WHL,67,Calgary Stampeders,49
1957-58,21,1,8,0,0,AHL,17,Buffalo Bisons,1
1957-58,21,11,14,6,0,WHL,41,Calgary Stampeders,17
1958-59,22,3,10,6,0,AHL,28,Springfield Indians,9
1958-59,22,4,2,5,0,WHL,20,Saskatoon Quakers,9
1959-60,23,28,19,55,0,EPHL,70,Sault Ste. Marie Thunderbirds,83
1959-60,23,0,0,1,0,AHL,1,Buffalo Bisons,1
1960-61,24,8,59,18,0,EPHL,50,Sault Ste. Marie Thunderbirds,26
1961-62,25,32,11,45,0,EPHL,69,Sault Ste. Marie Greyhounds,77
1962-63,26,9,27,4,0,EPHL,20,St. Louis Braves,13
1962-63,26,18,40,23,0,WHL,44,Calgary Stampeders,41
1963-64,27,23,19,23,0,WHL,58,Denver Invaders,46
1964-65,28,34,21,46,0,WHL,70,Victoria Maple Leafs,80
1965-66,29,8,2,7,0,CPHL,8,Tulsa Oilers,15
1965-66,29,28,22,54,0,WHL,61,Victoria Maple Leafs,82
1966-67,30,40,2,35,0,WHL,70,Victoria Maple Leafs,75
1967-68,31,18,4,21,0,AHL,29,Rochester Americans,39
1968-69,32,6,22,9,0,CHL,22,Memphis South Stars,15
1968-69,32,6,6,8,0,WHL,20,Phoenix Roadrunners,14
1969-70,33,34,14,32,0,WHL,73,Phoenix Roadrunners,66
1970-71,34,8,2,21,0,WHL,42,2 Teams,29
1970-71,34,2,0,4,0,WHL,12,Phoenix Roadrunners,6
1970-71,34,6,2,17,0,WHL,30,Denver Spurs,23
1971-72,35,22,19,45,0,WHL,72,Denver Spurs,67
1972-73,36,18,14,22,0,WHL,52,Denver Spurs,40
