won,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
,0,NHL,2,PHI,73,25,0,0,0,5,0,0,0,0,0,0,0,0,0,.828,2005-06,29,4.11,0,24
,0,NHL,2,SJS,91,30,0,0,0,1,0,0,0,0,1,0,0,0,0,.967,2010-11,30,0.66,0,29
