pim,team,assists,plus_minus,points,league,games_played,year,age,goals
2,Fort Worth Wings,3,0,5,CHL,4,1972-73,23,2
12,Philadelphia Firebirds,3,0,6,NAPro,4,1974-75,25,3
10,Philadelphia Firebirds,25,0,37,NAPro,16,1975-76,26,12
7,Philadelphia Firebirds,2,0,5,NAPro,4,1976-77,27,3
0,Philadelphia Firebirds,1,0,1,AHL,4,1977-78,28,0
28,VfL Bad Nauheim,2,0,4,W.German,5,1980-81,31,2
9,Milwaukee Admirals,2,0,4,IHL,5,1981-82,32,2
