average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
11:02,0,0,0,0,0,NHL,21,0,0,4,-4,7,0,0,0,0,0,0,0,2005-06,EDM,0,0,0,0,0.0,110,10,[]
17:08,0,1,0,0,0,NHL,22,0,0,2,0,11,0,1,0,0,0,0,0,2006-07,EDM,1,0,0,0,9.1,103,6,[]
12:55,219,31,3,1,38,NHL,23,15,153,33,-6,125,51.5,13,144,0,2,0,30,2007-08,EDM,14,40,17,31,11.2,1033,80,[]
12:43,168,27,3,1,55,NHL,24,14,489,21,4,99,51.6,9,458,1,1,1,33,2008-09,EDM,11,60,16,32,11.1,1005,79,[]
15:20,244,32,3,0,52,NHL,25,20,484,22,-3,140,48.4,9,517,0,0,3,48,2009-10,MIN,9,69,23,31,6.4,1257,82,[]
15:47,230,37,1,1,55,NHL,26,16,532,56,-4,126,48.9,13,556,2,3,2,48,2010-11,MIN,16,52,21,30,12.7,1262,80,[]
19:04,283,44,0,0,62,NHL,27,16,707,66,-15,160,49.5,17,722,5,0,6,70,2011-12,MIN,22,81,22,27,13.8,1563,82,[]
17:21,151,12,1,1,18,NHL,28,3,377,20,-18,88,49.4,6,386,1,0,1,22,2012-13,MIN,8,54,4,22,9.1,833,0,[]
16:13,226,24,1,1,41,NHL,29,15,590,61,0,115,48.2,7,633,0,0,1,49,2013-14,MIN,8,73,16,20,7.0,1314,81,[]
13:03,142,20,0,1,63,NHL,30,11,338,47,-6,86,49.9,8,340,0,0,0,28,2014-15,MIN,9,56,11,10,10.5,952,73,[]
10:48,104,11,4,3,37,NHL,31,4,275,37,-1,49,49.5,4,281,0,0,0,18,2015-16,STL,7,50,4,11,14.3,821,76,[]
11:12,91,15,2,0,39,NHL,32,7,323,27,2,55,49.5,8,330,0,0,0,33,2016-17,STL,8,56,7,6,14.5,773,69,[]
