power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,6,3,0,NHL,1984-85,19,0,CBH,,3,2,-4,0,1,,,0.0,0
0,3,0,0,NHL,1985-86,20,0,CBH,,0,0,-1,0,5,,,0.0,0
0,3,1,0,NHL,1986-87,21,1,CHI,,0,2,-1,0,4,,,25.0,1
0,1,0,0,NHL,1989-90,24,0,NYI,,0,2,0,0,1,,,0.0,0
0,5,0,0,NHL,1991-92,26,0,HAR,,0,2,1,0,7,,,0.0,0
1,17,1,0,NHL,1995-96,30,1,DET,,0,14,-4,0,14,,,7.1,0
0,6,1,0,NHL,1996-97,31,1,STL,,0,8,2,0,4,,,25.0,1
0,10,1,0,NHL,1997-98,32,0,STL,,1,8,-1,0,6,,,0.0,0
0,7,1,0,NHL,1999-00,34,0,STL,19:05,1,6,0,0,1,134,,0.0,0
0,12,1,0,NHL,2000-01,35,0,PIT,18:22,1,2,2,0,9,220,,0.0,0
0,7,0,0,NHL,2001-02,36,0,STL,14:36,0,4,0,0,2,102,,0.0,0
0,3,0,0,NHL,2003-04,38,0,VAN,8:41,0,2,0,0,2,26,,0.0,0
