assists,team,goals,year,games_played,points,pim,age,plus_minus,league
13,Phillips Andover,16,2008-09,26,29,0,17,0,USHS
20,Phillips Andover,17,2009-10,28,37,32,18,0,USHS
9,Brown Univ.,5,2010-11,31,14,42,19,3,NCAA
5,Brown Univ.,3,2011-12,26,8,48,20,-9,NCAA
15,Brown Univ.,6,2012-13,33,21,47,21,6,NCAA
9,Brown Univ.,6,2013-14,31,15,41,22,-1,NCAA
0,Abbotsford Heat,0,2013-14,8,0,10,22,1,AHL
17,Adirondack Flames,19,2014-15,72,36,77,23,-8,AHL
13,Stockton Heat,8,2015-16,44,21,39,24,-4,AHL
12,Stockton Heat,8,2016-17,31,20,67,25,22,AHL
