pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Rodovre IK,1,0,1,Den-2,1,2004-05,15,0
0,Frolunda HC Goteborg U18,0,0,2,Swe-U18,5,2005-06,16,2
22,Frolunda HC Goteborg Jr.,8,0,17,Swe-Jr.,37,2005-06,16,9
2,Denmark,3,1,4,WJC-B,5,2005-06,16,1
4,Denmark,2,2,4,WJ18-B,5,2005-06,16,2
2,Frolunda HC Goteborg U18,2,0,5,Swe-U18,3,2006-07,17,3
14,Frolunda HC Goteborg Jr.,30,0,49,Swe-Jr.,39,2006-07,17,19
0,Frolunda HC Goteborg,0,0,0,Sweden,2,2006-07,17,0
14,Denmark,0,-1,1,WJC-B,5,2006-07,17,1
4,Denmark,7,6,11,WJ18-B,5,2006-07,17,4
14,Kitchener Rangers,44,6,73,OHL,62,2007-08,18,29
2,Denmark,4,-7,6,WJC-A,6,2007-08,18,2
4,Denmark,1,1,4,WC-A,6,2008-09,19,3
4,San Antonio Rampage,27,-19,38,AHL,64,2009-10,20,11
8,San Antonio Rampage,22,11,34,AHL,36,2010-11,21,12
2,Denmark,1,-4,4,WC-A,6,2010-11,21,3
10,Lukko Rauma,12,16,33,Finland,29,2012-13,23,21
0,Denmark,3,-1,3,WC-A,7,2012-13,23,0
2,Denmark (all),2,0,4,Internationa,7,2013-14,24,2
2,Denmark,2,2,4,WC,7,2013-14,24,2
