won,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
,0,NHL,3,STL,160,28,2,0,0,14,0,0,0,0,1,0,0,0,0,0,1972-73,0,5.25,0,0
SC,0,NHL,2,PHI,123,30,0,0,1,4,0,0,0,1,2,1,0,0,0,0,1974-75,0,1.95,0,0
,0,NHL,8,PHI,494,31,4,0,0,22,0,0,0,0,4,0,0,0,0,0,1975-76,0,2.67,0,0
,0,NHL,9,PHI,532,32,3,0,0,23,0,0,0,1,4,0,0,0,0,0,1976-77,0,2.59,2,0
,0,NHL,4,PHI,213,34,3,0,0,16,0,0,0,0,0,0,0,0,0,0,1978-79,0,4.51,5,0
