average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,4,0,0,WHA,24,0,58,-8,16,2,0,0,0,1974-75,MFS,2,2,[],12.5,,24
,19,0,0,WHA,25,0,188,27,93,0,0,0,0,1975-76,TOT,0,19,[],0.0,,73
,15,0,0,WHA,25,0,170,19,82,0,0,0,0,1975-76,MFS,0,15,[],0.0,,59
,4,0,0,WHA,25,0,18,8,11,0,0,0,0,1975-76,HSA,0,4,[],0.0,,14
,18,0,0,WHA,26,0,215,16,93,1,0,0,0,1976-77,TOT,1,17,[],1.1,,75
,7,0,0,WHA,26,0,133,5,48,0,0,0,0,1976-77,MNF,0,7,[],0.0,,42
,2,0,0,WHA,26,0,17,-2,7,0,0,0,0,1976-77,EDO,0,2,[],0.0,,7
,9,0,0,WHA,26,0,65,13,38,1,0,0,0,1976-77,NEW,1,8,[],2.6,,26
,14,0,0,WHA,27,0,69,21,37,1,0,0,0,1977-78,NEW,1,13,[],2.7,,45
,1,0,0,NHL,27,0,30,-3,18,1,0,0,0,1977-78,MNS,1,0,[],5.6,,23
,4,0,0,NHL,28,4,47,-12,17,0,0,0,0,1978-79,MNS,0,4,[],0.0,,49
