year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1992-93,16,15,34,25,0,NSMHL,27,Halifax Hawks,40
1993-94,17,35,151,35,0,NSMHL,25,Halifax Hawks,70
1994-95,18,15,37,26,0,QMJHL,64,Beauport Harfangs,41
1995-96,19,43,73,46,0,QMJHL,61,3 Teams,89
1995-96,19,0,0,1,0,QMJHL,1,Beauport Harfangs,1
1995-96,19,17,29,11,0,QMJHL,21,Laval Titan,28
1995-96,19,26,44,34,0,QMJHL,39,Hull Olympiques,60
1996-97,20,34,67,47,0,QMJHL,69,Hull Olympiques,81
1997-98,21,9,32,5,-8,AHL,39,Fredericton Canadiens,14
1998-99,22,5,31,14,0,AHL,41,Springfield Falcons,19
1998-99,22,6,8,13,-3,IHL,28,Grand Rapids Griffins,19
1999-00,23,25,26,29,12,AHL,61,2 Teams,54
1999-00,23,11,18,17,6,AHL,40,Lowell Lock Monsters,28
1999-00,23,14,8,12,6,AHL,21,St. John\'s Maple Leafs,26
2000-01,24,26,48,34,0,AHL,61,St. John\'s Maple Leafs,60
2001-02,25,33,49,54,15,AHL,75,St. John\'s Maple Leafs,87
2002-03,26,9,6,9,0,AHL,17,Syracuse Crunch,18
2003-04,27,27,45,41,0,AHL,77,Syracuse Crunch,68
2004-05,28,22,46,21,0,Finland,51,Blues Espoo,43
2005-06,29,56,63,32,0,AHL,76,Grand Rapids Griffins,88
2006-07,30,33,51,28,0,AHL,66,San Antonio Rampage,61
2007-08,31,4,16,1,0,Swiss,11,ZSC Lions Zurich,5
2007-08,31,13,8,7,0,Austria,13,EC Red Bull Salzburg,20
2008-09,32,0,0,3,0,Denmark,7,Rodovre Mighty Bulls,3
2008-09,32,15,18,15,0,Sweden-2,38,IF Malmo Redhawks,30
2009-10,33,16,4,13,0,Sweden-2,42,IF Malmo Redhawks,29
