assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Swift Current Broncos,0,1991-92,8,1,9,17,0,WHL
1,Seattle Thunderbirds,1,1992-93,5,2,6,18,0,WHL
10,Seattle Thunderbirds,12,1993-94,9,22,12,19,0,WHL
0,Seattle Thunderbirds,4,1994-95,4,4,6,20,0,WHL
3,Baltimore Bandits,2,1995-96,9,5,6,21,0,AHL
0,Baltimore Bandits,0,1996-97,3,0,0,22,0,AHL
4,Indianapolis Ice,0,1998-99,7,4,4,24,0,IHL
3,Cleveland Lumberjacks,3,1999-00,9,6,8,25,0,IHL
2,Krefeld Pinguine,1,2005-06,5,3,12,31,0,Germany
3,Kloten Flyers,2,2006-07,11,5,26,32,0,Swiss
8,Hannover Scorpions,6,2008-09,11,14,4,34,0,Germany
5,Hannover Scorpions,7,2009-10,11,12,4,35,0,Germany
5,Hannover Scorpions,1,2010-11,5,6,26,36,0,Germany
