shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,goalie_point_share,pim,awards,shutouts,points,bad_start,team
0,0,0,0,121,3,0,1974-75,0,2,3.47,NHL,0,7,0,0,0,0,0,25,0.3,0,[],0,0,0,CBH
0,0,2,0,241,5,1,1976-77,0,0,4.23,NHL,0,17,0,0,1,0,0,27,0.3,0,[],0,1,0,CBH
