assists,team,goals,year,games_played,points,pim,age,plus_minus,league
60,St. Andrew\'s College,47,1986-87,30,107,0,16,0,High-ON
55,Brockville Braves,21,1987-88,55,76,36,17,0,ON-Jr.A
46,Detroit Compuware Ambassadors,23,1988-89,38,69,94,18,0,NAHL
43,Bowling Green University,11,1989-90,41,54,45,19,0,CCHA
38,Bowling Green University,22,1990-91,40,60,30,20,0,CCHA
39,Bowling Green University,8,1991-92,34,47,32,21,0,CCHA
28,Bowling Green University,19,1992-93,35,47,28,22,0,CCHA
47,Adirondack Red Wings,22,1993-94,80,69,23,23,0,AHL
69,Providence Bruins,23,1994-95,80,92,32,24,0,AHL
71,Carolina Panthers,23,1995-96,55,94,44,25,0,AHL
31,Providence Bruins,9,1996-97,28,40,32,26,0,AHL
62,Cleveland Lumberjacks,32,1997-98,80,94,82,27,-7,IHL
67,Cleveland Lumberjacks,20,1998-99,74,87,84,28,-22,IHL
50,Cleveland Lumberjacks,20,1999-00,76,70,79,29,7,IHL
64,Houston Aeros,16,2000-01,81,80,51,30,-2,IHL
20,Syracuse Crunch,4,2001-02,22,24,13,31,0,AHL
13,Skelleftea AIK HK,10,2002-03,19,23,10,32,0,Sweden-2
49,HIFK Helsinki,10,2003-04,52,59,65,33,0,Finland
30,HIFK Helsinki,4,2004-05,52,34,83,34,0,Finland
2,Jokerit Helsinki,1,2005-06,10,3,2,35,0,Finland
13,Skelleftea AIK HK,1,2006-07,32,14,18,36,0,Sweden
