pim,team,assists,plus_minus,points,league,games_played,year,age,goals
16,Oshawa Majors,6,0,12,OHA-Jr.,16,1933-34,17,6
6,Oshawa Majors,7,0,10,OHA-Jr.,13,1934-35,18,3
10,Sudbury Cub Wolves,3,0,8,NOJHA,10,1935-36,19,5
36,Hershey B\'ars,9,0,26,EAHL,48,1936-37,20,17
17,Hershey B\'ars,26,0,55,EAHL,50,1937-38,21,29
12,Hershey Bears,13,0,40,EAHL,52,1938-39,22,27
50,Sydney Millionaires,27,0,56,CBSHL,34,1939-40,23,29
4,New Haven Eagles,4,0,7,AHL,10,1940-41,24,3
12,Washington Lions,2,0,5,AHL,24,1941-42,25,3
10,2 Teams,26,0,34,AHL,36,1942-43,26,8
4,Washington Lions,4,0,6,AHL,14,1942-43,26,2
6,Hershey Bears,22,0,28,AHL,22,1942-43,26,6
32,Ottawa Senators,5,0,10,QSHL,19,1945-46,29,5
