assists,year,games_played,points,goals,team,age,pim,plus_minus,league
2,1996-97,23,3,1,McGill Redmen,20,27,0,OUAA
17,1997-98,40,45,28,McGill Redmen,21,69,0,OUAA
24,1998-99,32,40,16,McGill Redmen,22,60,0,OUAA
41,1999-00,33,72,31,McGill Redmen,23,38,0,OUAA
24,2000-01,66,40,16,Syracuse Crunch,24,21,5,AHL
23,2001-02,63,45,22,Syracuse Crunch,25,26,5,AHL
32,2002-03,76,64,32,Syracuse Crunch,26,38,-14,AHL
31,2003-04,76,59,28,Milwaukee Admirals,27,41,11,AHL
25,2004-05,79,54,29,Hershey Bears,28,49,4,AHL
13,2005-06,52,25,12,Fuchse Duisburg,29,88,0,Germany
45,2006-07,76,80,35,Worcester Sharks,30,72,6,AHL
7,2007-08,4,10,3,Norfolk Admirals,31,2,0,AHL
35,2008-09,80,66,31,Portland Pirates,32,37,1,AHL
9,2009-10,32,25,16,Hamilton Bulldogs,33,4,7,AHL
