average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
,0,1,0,0,0,NHL,23,0,0,0,-1,4,0,1,0,0,0,0,0,1994-95,MTL,1,0,0,0,25.0,,6,[]
,0,0,0,0,0,NHL,24,0,0,2,-4,1,0,0,0,0,0,0,0,1995-96,MTL,0,0,0,0,0.0,,7,[]
,0,17,1,0,0,NHL,25,9,0,43,0,74,0,6,0,0,2,0,0,1996-97,STL,6,0,11,0,8.1,,61,[]
,0,43,1,3,0,NHL,26,27,0,46,20,118,0,11,0,0,1,1,0,1997-98,STL,14,0,29,0,11.9,,81,"[{'link': '/awards/voting-1998.html#selke', 'name': 'Selke-3'}]"
16:39,0,39,1,1,0,NHL,27,23,0,38,14,134,0,13,0,0,2,0,0,1998-99,STL,14,0,25,0,10.4,1149,69,"[{'link': '/awards/voting-1999.html#selke', 'name': 'Selke-5'}]"
14:48,0,27,3,2,0,NHL,28,13,0,36,5,98,0,9,0,1,2,0,0,1999-00,STL,12,0,15,0,12.2,1170,79,"[{'link': '/awards/voting-2000.html#selke', 'name': 'Selke-16'}]"
14:43,0,32,2,4,0,NHL,29,15,0,60,2,133,0,10,0,0,0,3,0,2000-01,TOT,14,0,18,0,10.5,1221,83,"[{'link': '/awards/voting-2001.html#selke', 'name': 'Selke-26'}]"
14:01,0,25,2,3,0,NHL,29,13,0,46,2,101,0,8,0,0,0,1,0,2000-01,STL,11,0,14,0,10.9,967,69,"[{'link': '/awards/voting-2001.html#selke', 'name': 'Selke-26'}]"
18:08,0,7,0,1,0,NHL,29,2,0,14,0,32,0,2,0,0,0,2,0,2000-01,CGY,3,0,4,0,9.4,254,14,"[{'link': '/awards/voting-2001.html#selke', 'name': 'Selke-26'}]"
20:56,0,75,4,2,0,NHL,30,30,0,32,24,146,0,18,0,7,1,17,0,2001-02,CGY,27,0,48,0,18.5,1696,81,"[{'link': '/awards/voting-2002.html#AS', 'name': 'AS-7'}, {'link': '/awards/voting-2002.html#selke', 'name': 'Selke-2'}]"
19:47,0,59,2,0,0,NHL,31,23,0,36,-4,143,0,17,0,5,1,13,0,2002-03,CGY,22,0,37,0,15.4,1563,79,"[{'link': '/awards/voting-2003.html#selke', 'name': 'Selke-17'}]"
19:13,0,47,0,0,0,NHL,32,23,0,44,13,112,0,6,0,2,4,12,0,2003-04,CGY,8,0,39,0,7.1,1210,63,"[{'link': '/awards/voting-2004.html#selke', 'name': 'Selke-12'}]"
19:13,0,66,3,3,0,NHL,34,25,0,78,13,154,0,14,0,5,3,16,0,2005-06,LAK,22,0,44,0,14.3,1499,78,"[{'link': '/awards/voting-2006.html#selke', 'name': 'Selke-20'}]"
15:40,0,37,2,1,0,NHL,35,18,0,56,-3,112,0,8,0,4,1,5,0,2006-07,TOT,13,0,24,0,11.6,1253,80,[]
15:29,0,16,2,0,0,NHL,35,8,0,38,-13,73,0,1,0,4,0,3,0,2006-07,LAK,5,0,11,0,6.8,805,52,[]
16:00,0,21,0,1,0,NHL,35,10,0,18,10,39,0,7,0,0,1,2,0,2006-07,CGY,8,0,13,0,20.5,448,28,[]
17:09,195,34,4,0,55,NHL,36,19,726,71,6,116,51.5,11,685,1,0,3,53,2007-08,CGY,12,98,22,55,10.3,1355,79,"[{'link': '/awards/voting-2008.html#byng', 'name': 'Byng-60'}, {'link': '/awards/voting-2008.html#selke', 'name': 'Selke-32'}]"
15:22,161,48,1,1,49,NHL,37,35,722,28,20,104,52.8,11,645,0,1,0,59,2008-09,CGY,12,42,36,41,11.5,1261,82,"[{'link': '/awards/voting-2009.html#byng', 'name': 'Byng-44'}, {'link': '/awards/voting-2009.html#selke', 'name': 'Selke-12'}]"
13:34,100,15,1,0,41,NHL,38,12,453,25,-6,52,51.5,3,426,0,0,0,26,2009-10,CGY,3,43,12,32,5.8,855,63,[]
9:18,20,2,1,0,10,NHL,39,0,101,8,-1,11,53.4,2,88,0,0,0,4,2010-11,CGY,2,21,0,10,18.2,167,18,[]
