assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1909-10,5,11,11,Ottawa Stewartons,19,11,0,OCHL
0,1910-11,3,7,7,Ottawa Stewartons,20,0,0,OCHL
0,1910-11,16,18,18,Ottawa Senators,20,36,0,NHA
0,1911-12,17,15,15,Ottawa Senators,21,10,0,NHA
0,1911-12,3,4,4,NHA All-Stars,21,8,0,Exhib.
0,1912-13,20,15,15,Ottawa Senators,22,16,0,NHA
5,1913-14,20,28,23,Ottawa Senators,23,69,0,NHA
2,1914-15,18,13,11,Ottawa Senators,24,32,0,NHA
5,1915-16,21,21,16,Ottawa Senators,25,41,0,NHA
4,1916-17,20,28,24,Ottawa Senators,26,17,0,NHA
