bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,0,[],0,3.05,0,27,NHL,0,20,0,24,0,0,0,0,3,.889,1994-95,DAL,1,0.1,0,0,0,1,59
0,0,[],0,4.58,0,121,NHL,0,21,0,102,0,0,0,0,19,.843,1995-96,DAL,1,0.0,0,1,0,5,249
0,0,[],0,1.74,0,35,NHL,0,23,0,33,0,0,0,0,2,.943,1997-98,DAL,0,0.3,0,0,1,2,69
0,0,[],0,2.00,0,29,NHL,0,24,0,27,0,0,0,0,2,.931,1998-99,DAL,1,0.2,0,0,0,1,60
0,1,"[{'link': '/awards/voting-2000.html#calder', 'name': 'Calder-19'}]",2,2.13,9.65,603,NHL,0,25,0,555,2,0,0,83,48,.920,1999-00,DAL,8,4.7,2,3,11,24,1353
0,4,"[{'link': '/awards/voting-2001.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-2001.html#vezina', 'name': 'Vezina-11'}]",0,2.24,18.96,1147,NHL,0,26,0,1055,6,0,0,83,92,.920,2000-01,MIN,17,9.1,0,4,19,42,2461
0,1,[],0,3.05,-18.27,1157,NHL,0,27,0,1032,4,0,0,117,125,.892,2001-02,MIN,24,5.0,0,5,12,44,2463
0,2,[],1,2.24,14.61,972,NHL,0,28,0,898,6,0,0,84,74,.924,2002-03,MIN,13,7.6,1,2,19,35,1979
0,2,[],0,2.49,4.04,1056,NHL,0,29,0,966,2,0,0,96,90,.915,2003-04,MIN,14,6.9,0,9,11,37,2166
0,1,"[{'link': '/awards/voting-2006.html#vezina', 'name': 'Vezina-10'}]",3,2.29,29.16,1612,NHL,0,31,0,1482,6,0,0,82,130,.919,2005-06,MIN,18,12.8,3,7,30,58,3411
0,2,"[{'link': '/awards/jennings.html#2007', 'name': None}]",0,2.55,6.73,1158,NHL,0,32,0,1055,12,0,0,94,103,.911,2006-07,MIN,16,7.8,0,1,22,44,2422
3,1,[],0,3.93,0,95,NHL,1,33,.250,79,0,0,4,0,16,.832,2007-08,BOS,2,-0.3,0,0,2,4,244
4,1,"[{'link': '/awards/jennings.html#2009', 'name': None}]",0,2.59,1.38,791,NHL,15,34,.556,720,2,0,27,98,71,.910,2008-09,BOS,8,4.9,0,3,16,28,1644
