average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
14:15,0,6,0,0,0,NHL,24,4,0,6,-1,23,0,0,0,1,0,1,0,2006-07,NJD,1,0,5,0,4.3,328,23,[]
19:30,121,10,0,0,77,NHL,25,4,0,22,0,50,0,0,0,2,1,3,20,2007-08,NJD,2,30,8,12,4.0,1151,59,[]
16:17,106,9,0,0,63,NHL,26,7,0,22,3,38,0,2,0,0,0,0,13,2008-09,NJD,2,37,7,18,5.3,798,49,[]
23:32,208,37,4,0,155,NHL,27,19,0,14,9,86,0,2,0,4,1,11,34,2009-10,NJD,6,55,31,59,7.0,1836,78,"[{'link': '/awards/voting-2010.html#AS', 'name': 'AS-19'}, {'link': '/awards/voting-2010.html#byng', 'name': 'Byng-36'}]"
22:22,210,23,1,0,157,NHL,28,14,0,22,-23,91,0,3,0,1,0,5,34,2010-11,NJD,4,49,19,34,4.4,1834,82,[]
19:30,118,16,0,0,96,NHL,29,14,0,16,3,53,0,1,0,0,0,1,15,2011-12,NJD,1,35,15,15,1.9,1092,56,[]
23:02,162,16,1,1,70,NHL,30,8,0,20,12,63,0,1,0,2,0,4,32,2012-13,NJD,4,47,12,18,6.3,1106,0,[]
24:35,314,32,3,0,129,NHL,31,12,0,32,3,134,0,5,0,3,2,10,46,2013-14,NJD,8,87,24,52,6.0,2015,82,[]
23:33,218,22,1,0,173,NHL,32,17,0,20,1,83,0,3,0,0,1,1,21,2014-15,NJD,3,82,19,39,3.6,1931,82,[]
22:57,148,13,0,0,154,NHL,33,8,0,26,7,63,0,3,0,1,0,1,26,2015-16,NJD,4,73,9,38,6.3,1882,82,[]
21:57,190,13,1,1,124,NHL,34,6,0,8,-16,83,0,2,0,1,0,3,26,2016-17,NJD,4,50,9,36,4.8,1448,66,"[{'link': '/awards/voting-2017.html#byng', 'name': 'Byng-60'}]"
