assists,year,games_played,points,goals,team,age,pim,plus_minus,league
17,1980-81,38,38,21,Mooretown Flags,14,14,0,ON-Jr.C
24,1981-82,38,55,31,Mooretown Flags,15,50,0,ON-Jr.C
39,1982-83,69,55,16,Kingston Canadians,16,35,0,OHL
40,1983-84,70,70,30,London Knights,17,70,0,OHL
57,1984-85,53,99,42,London Knights,18,63,0,OHL
55,1985-86,59,93,38,London Knights,19,113,0,OHL
0,1985-86,2,1,1,Hershey Bears,19,0,0,AHL
35,1986-87,52,61,26,Hershey Bears,20,66,0,AHL
47,1987-88,54,83,36,Hershey Bears,21,58,0,AHL
48,1988-89,59,91,43,Hershey Bears,22,61,0,AHL
47,1989-90,68,85,38,Hershey Bears,23,58,0,AHL
43,1990-91,80,78,35,Hershey Bears,24,82,0,AHL
36,1991-92,66,73,37,2 Teams,25,34,0,AHL
21,1991-92,33,37,16,New Haven Nighthawks,25,20,0,AHL
15,1991-92,33,36,21,Maine Mariners,25,14,0,AHL
45,1992-93,80,84,39,Milwaukee Admirals,26,50,0,IHL
53,1993-94,81,101,48,Milwaukee Admirals,27,73,0,IHL
40,1994-95,76,61,21,Milwaukee Admirals,28,62,0,IHL
37,1995-96,82,65,28,Cincinnati Cyclones,29,97,0,IHL
18,1996-97,23,32,14,Austin Ice Bats,30,25,0,WPHL
0,1996-97,2,0,0,Muskegon Fury,30,2,0,ColHL
5,1996-97,29,9,4,Grand Rapids Griffins,30,39,0,IHL
46,1997-98,71,84,38,Port Huron Border Cats,31,54,26,UHL
13,1998-99,21,23,10,Port Huron Border Cats,32,16,15,UHL
4,2003-04,9,7,3,Aylmer Blues,37,31,0,OHA-Sr.
1,2004-05,7,4,3,Aylmer Blues,38,2,0,OHA-Sr.
