assists,year,games_played,points,goals,team,age,pim,plus_minus,league
4,1984-85,8,11,7,London Knights,18,2,0,OHL
1,1985-86,5,3,2,London Knights,19,9,0,OHL
5,1985-86,18,10,5,Hershey Bears,19,21,0,AHL
2,1986-87,5,6,4,Hershey Bears,20,15,0,AHL
8,1987-88,12,15,7,Hershey Bears,21,15,0,AHL
6,1988-89,11,13,7,Hershey Bears,22,12,0,AHL
2,1990-91,7,3,1,Hershey Bears,24,7,0,AHL
3,1992-93,6,7,4,Milwaukee Admirals,26,6,0,IHL
0,1993-94,4,1,1,Milwaukee Admirals,27,4,0,IHL
4,1994-95,9,4,0,Milwaukee Admirals,28,2,0,IHL
2,1995-96,17,4,2,Cincinnati Cyclones,29,14,0,IHL
5,1996-97,6,7,2,Austin Ice Bats,30,11,0,WPHL
1,1997-98,4,3,2,Port Huron Border Cats,31,2,0,UHL
0,1998-99,7,0,0,Port Huron Border Cats,32,0,0,UHL
