age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0.0,0,4,1,NHL,4,0,2000-01,0,3,0,66,0,0,,VAN,4
21,,42.9,3,0,0,NHL,6,0,2001-02,1,7,3,72,0,0,,VAN,3
22,,20.0,2,2,-2,NHL,14,0,2002-03,0,15,3,182,1,8,,VAN,5
23,,18.2,0,2,0,NHL,7,0,2003-04,0,11,2,112,2,2,,VAN,4
26,,8.3,1,2,-8,NHL,12,0,2006-07,1,24,2,266,1,14,,VAN,4
28,,21.1,3,6,2,NHL,10,0,2008-09,0,19,4,201,1,2,31,VAN,10
29,,13.0,3,11,3,NHL,12,0,2009-10,1,23,3,248,0,6,35,VAN,14
30,,6.5,1,0,-11,NHL,0,0,2010-11,1,46,3,524,2,16,83,VAN,22
31,,15.4,0,3,0,NHL,5,0,2011-12,0,13,2,107,2,4,16,VAN,5
32,,0.0,0,3,0,NHL,4,0,2012-13,0,5,0,83,0,4,7,VAN,3
34,,6.7,0,3,-1,NHL,6,0,2014-15,0,15,1,113,1,2,23,VAN,4
