assists,team,goals,year,games_played,points,pim,age,plus_minus,league
2,Ronnskars IF,2,1971-72,18,4,0,20,0,Sweden-2
2,Ronnskars IF,5,1972-73,17,7,0,21,0,Sweden-2
2,Ronnskars IF,3,1973-74,24,5,0,22,0,Sweden-2
0,Skelleftea AIK,0,1974-75,8,0,8,23,0,Sweden
1,Skelleftea AIK,1,1975-76,7,2,6,24,0,Sweden
2,Skelleftea AIK,5,1976-77,29,7,26,25,0,Sweden
4,Skelleftea AIK,0,1977-78,29,4,40,26,0,Sweden
4,Skelleftea AIK,7,1978-79,36,11,40,27,0,Sweden
8,Skelleftea AIK,6,1979-80,32,14,61,28,0,Sweden
8,Skelleftea AIK,6,1980-81,33,14,59,29,0,Sweden
2,Sweden,1,1980-81,8,3,8,29,0,WEC-A
2,Sweden,0,1981-82,5,2,8,30,0,Can-Cup
2,Skelleftea AIK,6,1981-82,30,8,50,30,0,Sweden
2,Sweden,1,1981-82,10,3,14,30,0,WEC-A
3,New Haven Nighthawks,1,1982-83,9,4,0,31,0,AHL
