pim,team,assists,plus_minus,points,league,games_played,year,age,goals
6,Lac St-Louis Lions,4,0,5,QAAA,14,1991-92,16,1
4,Laval Titan,4,0,4,QMJHL,13,1992-93,17,0
45,Laval Titan,21,0,29,QMJHL,19,1993-94,18,8
33,Laval Titan,10,0,15,QMJHL,20,1994-95,19,5
40,Granby Predateurs,22,0,33,QMJHL,21,1995-96,20,11
18,Hartford Wolf Pack,4,0,5,AHL,13,1997-98,22,1
0,Hartford Wolf Pack,0,0,1,AHL,2,1998-99,23,1
6,Hartford Wolf Pack,2,0,3,AHL,22,1999-00,24,1
4,Laval Chiefs,5,0,7,QNAHL,5,2005-06,30,2
8,Fort Wayne Komets,6,0,8,UHL,10,2006-07,31,2
