average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,20,0,0,0,2,0,0,0,0,1969-70,CBH,0,0,[],0.0,,6
,0,0,0,NHL,21,0,0,-2,1,0,0,0,0,1970-71,MNS,0,0,[],0.0,,8
,100,7,1,WHA,23,0,14,0,0,29,9,0,0,1972-73,NEW,39,61,"[{'link': '/awards/kaplan.html#1973', 'name': None}]",0,,74
,52,0,0,WHA,25,0,12,-8,133,13,2,0,0,1974-75,NEW,15,37,[],11.3,,67
,18,2,0,WHA,26,0,4,2,40,4,1,0,0,1975-76,TOT,5,13,[],12.5,,23
,0,0,0,WHA,26,0,0,-1,2,0,0,0,0,1975-76,NEW,0,0,[],0.0,,2
,18,2,0,WHA,26,0,4,3,38,4,1,0,0,1975-76,CGC,5,13,[],13.2,,21
