power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,2,0,0,NHL,1991-92,24,0,STL,,0,2,-1,0,2,,,0.0,0
0,11,0,0,NHL,1992-93,25,0,STL,,0,12,-5,0,8,,,0.0,0
0,4,0,0,NHL,1993-94,26,0,STL,,0,10,-1,0,5,,,0.0,0
0,7,2,0,NHL,1994-95,27,1,STL,,1,2,2,0,9,,,11.1,1
0,13,1,0,NHL,1995-96,28,1,STL,,0,20,4,1,10,,,10.0,0
0,1,0,0,NHL,1996-97,29,0,PHX,,0,0,0,0,0,,,0,0
0,6,2,0,NHL,1997-98,30,0,PHX,,2,6,2,0,4,,,0.0,0
0,4,0,0,NHL,2000-01,33,0,VAN,22:16,0,0,-4,0,4,89,,0.0,0
0,6,1,0,NHL,2001-02,34,0,VAN,12:30,1,10,-3,0,2,75,,0.0,0
0,14,4,0,NHL,2002-03,35,0,VAN,17:34,4,10,0,0,8,246,,0.0,0
0,5,0,0,NHL,2003-04,36,0,STL,18:55,0,6,0,0,6,95,,0.0,0
