pim,team,assists,plus_minus,points,league,games_played,year,age,goals
56,Rochester Jr. Americans,15,0,26,NAHL,41,1999-00,16,11
12,U.S. National Team Development Program,2,0,3,USHL,16,2000-01,17,1
0,U.S. National Team Development Program,0,0,0,NAHL,1,2000-01,17,0
4,United States,0,0,2,WJ18-A,6,2000-01,17,2
33,U.S. National Team Development Program,5,0,7,NAHL,22,2001-02,18,2
36,Boston College Eagles,10,0,15,H-East,33,2002-03,19,5
36,Boston College Eagles,15,0,24,H-East,41,2003-04,20,9
44,Boston College Eagles,11,0,19,H-East,38,2004-05,21,8
66,Boston College Eagles,21,0,32,H-East,37,2005-06,22,11
2,Albany River Rats,1,4,6,AHL,3,2005-06,22,5
15,Lowell Devils,8,-4,15,AHL,67,2006-07,23,7
33,Lowell Devils,13,-16,29,AHL,63,2007-08,24,16
30,Lowell Devils,9,-3,11,AHL,52,2008-09,25,2
26,Lowell Devils,19,2,34,AHL,68,2009-10,26,15
21,Albany Devils,20,7,30,AHL,54,2010-11,27,10
40,Albany Devils,10,0,16,AHL,56,2011-12,28,6
4,Albany Devils,3,-2,5,AHL,11,2012-13,29,2
2,United States,0,-2,3,WC-A,10,2012-13,29,3
6,Bridgeport Sound Tigers,2,5,3,AHL,7,2016-17,33,1
