shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
33.3,1984-85,0,0,,0,3,0,1,2,0,LAK,1,21,1,NHL,0,,3,1,[],0
0.0,1985-86,2,0,,0,2,1,0,-1,1,LAK,0,22,0,NHL,0,,3,1,[],0
0.0,1986-87,11,2,,0,7,0,0,2,2,LAK,0,23,0,NHL,0,,10,2,[],0
13.5,1987-88,69,5,,0,52,4,6,-1,9,LAK,7,24,1,NHL,0,,46,16,[],1
0.0,1988-89,20,3,,0,12,0,0,-18,3,TOT,0,25,0,NHL,0,,22,3,[],0
0.0,1988-89,8,1,,0,1,0,0,-2,1,EDM,0,25,0,NHL,0,,5,1,[],0
0.0,1988-89,0,0,,0,2,0,0,-3,0,NYR,0,25,0,NHL,0,,3,0,[],0
0.0,1988-89,12,2,,0,9,0,0,-13,2,TOR,0,25,0,NHL,0,,14,2,[],0
33.3,1990-91,2,0,,0,3,0,1,2,0,BOS,1,27,0,NHL,0,,1,1,[],0
5.4,1991-92,82,6,,1,93,3,3,-17,10,SJS,5,28,0,NHL,0,,46,15,[],2
6.3,1992-93,104,2,,0,64,2,4,-42,4,OTT,4,29,0,NHL,0,,62,8,[],0
