assists,team,goals,year,games_played,points,pim,age,plus_minus,league
16,London Diamonds,12,1980-81,40,28,89,17,0,ON-Jr.B
3,RPI Engineers,2,1981-82,24,5,54,18,0,ECAC
26,RPI Engineers,17,1982-83,28,43,8,19,0,ECAC
11,RPI Engineers,5,1983-84,34,16,72,20,0,ECAC
28,RPI Engineers,11,1984-85,38,39,90,21,0,ECAC
12,New Haven Nighthawks,4,1985-86,67,16,96,22,0,AHL
15,New Haven Nighthawks,1,1986-87,66,16,76,23,0,AHL
8,New Haven Nighthawks,3,1987-88,26,11,27,24,0,AHL
18,Denver Rangers,5,1988-89,38,23,24,25,0,IHL
45,Newmarket Saints,9,1989-90,75,54,106,26,0,AHL
41,Maine Mariners,10,1990-91,80,51,159,27,0,AHL
1,New Haven Senators,0,1992-93,4,1,4,29,0,AHL
45,Providence Bruins,12,1993-94,65,57,100,30,0,AHL
24,Kansas City Blades,3,1994-95,76,27,151,31,0,IHL
7,Kansas City Blades,1,1995-96,33,8,62,32,0,IHL
