assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Flin Flon Bombers,2,1955-56,12,3,6,19,0,SJHL
0,Flin Flon Bombers,2,1955-56,7,2,6,19,0,M-Cup
12,Flin Flon Bombers,7,1956-57,10,19,2,20,0,SJHL
13,Flin Flon Bombers,4,1956-57,17,17,11,20,0,M-Cup
7,Vancouver Canucks,2,1957-58,11,9,11,21,0,WHL
4,Vancouver Canucks,2,1958-59,9,6,9,22,0,WHL
3,Vancouver Canucks,0,1959-60,11,3,0,23,0,WHL
1,Vancouver Canucks,0,1960-61,9,1,0,24,0,WHL
0,Vancouver/Seattle,0,1961-62,2,0,0,25,0,WHL
3,Vancouver Canucks,0,1962-63,7,3,2,26,0,WHL
1,Charlotte Checkers,1,1964-65,3,2,0,28,0,EHL
1,Cranbrook Royals,0,1969-70,5,1,2,33,0,WIHL
