pim,team,assists,plus_minus,points,league,games_played,year,age,goals
80,Cariboo Cougars,16,0,32,BCMML,38,2007-08,15,16
0,Prince George Cougars,0,-3,0,WHL,4,2007-08,15,0
38,Prince George Cougars,30,-26,60,WHL,65,2008-09,16,30
4,Canada,3,5,6,WJ18-A,6,2008-09,16,3
8,Prince George Cougars,9,-3,19,WHL,16,2009-10,17,10
10,Canada,0,0,1,WJ18-A,4,2009-10,17,1
26,Prince George Cougars,27,-5,73,WHL,59,2010-11,18,46
0,Canada,3,2,3,WJC-A,7,2010-11,18,0
4,Canada,1,4,6,WJC-A,6,2011-12,19,5
53,Syracuse Crunch,32,19,63,AHL,71,2012-13,20,31
50,Syracuse Crunch,36,-6,57,AHL,66,2013-14,21,21
