goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1969-70,79,727,0,0,0,0,0,0,Verdun Maple Leafs,0,0,0,6.52,17,QMJHL,0,0,15,0,4,9
0,0,0,1970-71,198,2571,1,0,0,0,0,0,Verdun Maple Leafs,0,0,0,4.62,18,QMJHL,0,0,46,0,19,25
0,0,0,1971-72,204,2898,1,0,0,0,0,0,2 Teams,1,0,0,4.22,19,QMJHL,0,0,55,0,26,21
0,0,0,1971-72,84,862,0,0,0,0,0,0,Laval National,0,0,0,5.85,19,QMJHL,0,0,19,0,3,12
0,0,0,1971-72,120,2036,1,0,0,0,0,0,Drummondville Rangers,1,0,0,3.54,19,QMJHL,0,0,36,0,23,9
0,0,0,1973-74,105,1800,0,0,0,0,0,0,Trail Smoke Eaters,1,0,0,3.50,21,WIHL,0,0,30,0,0,0
0,0,0,1973-74,4,60,0,0,0,0,0,0,Salt Lake Golden Eagles,0,0,0,4.00,21,WHL,0,0,1,0,0,1
0,0,0,1974-75,125,2349,6,0,0,0,0,0,Oklahoma City Blazers,3,0,0,3.19,22,CHL,0,0,44,0,22,12
0,0,0,1975-76,107,2038,6,0,0,0,0,0,Oklahoma City Blazers,2,0,0,3.15,23,CHL,0,0,39,0,14,12
0,0,0,1976-77,162,1696,4,0,0,0,0,0,Oklahoma City Blazers,0,0,0,5.73,24,CHL,0,0,33,0,5,19
0,0,0,1977-78,126,1982,1,0,0,0,0,0,Dallas Black Hawks,0,0,0,3.81,25,CHL,0,0,36,0,15,16
0,0,0,1978-79,119,2068,5,0,0,0,0,0,New Brunswick Hawks,0,0,0,3.45,26,AHL,0,0,37,0,18,12
0,0,0,1980-81,33,478,1,0,0,0,0,0,Tulsa Oilers,0,0,0,4.14,28,CHL,0,0,9,0,2,5
0,0,0,1981-82,14,247,0,0,0,0,0,0,Tulsa Oilers,0,0,0,3.40,29,CHL,0,0,5,0,3,1
0,0,0,1981-82,114,1571,3,0,0,0,0,0,Fredericton Express,1,0,0,4.35,29,AHL,0,0,29,0,5,15
0,0,0,1982-83,6,119,0,0,0,0,0,0,Sherbrooke Jets,0,0,0,3.03,30,AHL,0,0,2,0,1,1
0,0,0,1983-84,151,2192,0,0,0,0,0,0,Carolina Thunderbirds,2,0,0,4.13,31,ACHL,0,0,38,0,0,0
0,0,0,1984-85,109,1909,0,0,0,0,0,0,Carolina Thunderbirds,1,0,0,3.43,32,ACHL,0,0,36,0,0,0
